parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate
r28810_k0	r28810_k0	log10	0.01	100	0.977099383809357	1
r28810_kd	r28810_kd	log10	0.01	100	1.00652707809547	1
r28811_k0	r28811_k0	log10	0.01	100	1.01252117345928	1
r28811_kd	r28811_kd	log10	0.01	100	0.992103625588675	1
r28812_k0	r28812_k0	log10	0.01	100	1.00857629426191	1
r28812_kd	r28812_kd	log10	0.01	100	0.998261639623565	1
r28813_k0	r28813_k0	log10	0.01	100	0.889794941948851	1
r28813_kd	r28813_kd	log10	0.01	100	1.07240090474353	1
r28814_k0	r28814_k0	log10	0.01	100	0.996123634682075	1
r28815_k0	r28815_k0	log10	0.01	100	0.993911365266664	1
r28816_k0	r28816_k0	log10	0.01	100	0.976479081342282	1
r28817_k0	r28817_k0	log10	0.01	100	1.01227086024222	1
r28818_k0	r28818_k0	log10	0.01	100	0.967873080706157	1
r28819_k0	r28819_k0	log10	0.01	100	0.904408262524088	1
r2882_k0	r2882_k0	log10	0.01	100	0.854431533089464	1
r28820_k0	r28820_k0	log10	0.01	100	0.998325130366979	1
r28821_k0	r28821_k0	log10	0.01	100	1.00754813454415	1
r28822_k0	r28822_k0	log10	0.01	100	0.983285430546066	1
r28823_k0	r28823_k0	log10	0.01	100	0.996434233337404	1
r28824_k0	r28824_k0	log10	0.01	100	0.997310143354502	1
r28825_k0	r28825_k0	log10	0.01	100	1.03200736446355	1
r28826_k0	r28826_k0	log10	0.01	100	1.00167767952637	1
r28827_k0	r28827_k0	log10	0.01	100	0.999651073028796	1
r28828_kE3	r28828_kE3	log10	0.01	100	1.01460537118592	1
r28828_kE2	r28828_kE2	log10	0.01	100	1.00202419991559	1
r28828_kE1	r28828_kE1	log10	0.01	100	1.0192267363442	1
r28829_kE3	r28829_kE3	log10	0.01	100	0.987058558759412	1
r28829_kE2	r28829_kE2	log10	0.01	100	0.962531878383227	1
r28829_kE1	r28829_kE1	log10	0.01	100	0.993316163837756	1
r2883_k0	r2883_k0	log10	0.01	100	0.575343050556504	1
r28830_k0	r28830_k0	log10	0.01	100	2.01529433147042	1
r28830_kd	r28830_kd	log10	0.01	100	0.422734400002567	1
r28831_k0	r28831_k0	log10	0.01	100	2.07569798132168	1
r28832_k0	r28832_k0	log10	0.01	100	0.453501098117954	1
r28833_k0	r28833_k0	log10	0.01	100	0.86096873861427	1
r28834_k0	r28834_k0	log10	0.01	100	3.44904810726685	1
r28834_kd	r28834_kd	log10	0.01	100	0.710980122975379	1
r28835_k0	r28835_k0	log10	0.01	100	2.59871185629345	1
r28836_k0	r28836_k0	log10	0.01	100	1.03477931346513	1
r28836_kd	r28836_kd	log10	0.01	100	1.20299958549096	1
r28837_k0	r28837_k0	log10	0.01	100	0.660438702909135	1
r28838_k0	r28838_k0	log10	0.01	100	1.48494830377802	1
r28839_k0	r28839_k0	log10	0.01	100	0.0713894782452367	1
r2884_k0	r2884_k0	log10	0.01	100	0.746943869149079	1
r28840_kE3	r28840_kE3	log10	0.01	100	13.2609340211276	1
r28840_kE2	r28840_kE2	log10	0.01	100	1.01921167851961	1
r28840_kE1	r28840_kE1	log10	0.01	100	3.25756863784309	1
r28841_k0	r28841_k0	log10	0.01	100	1.97708135841236	1
r28842_k0	r28842_k0	log10	0.01	100	0.499720484335122	1
r28843_kE13	r28843_kE13	log10	0.01	100	1.00403425619739	1
r28843_kE12	r28843_kE12	log10	0.01	100	1.05684183704077	1
r28843_kE11	r28843_kE11	log10	0.01	100	1.07853275763254	1
r28843_kE10	r28843_kE10	log10	0.01	100	1.25825093584668	1
r28843_kE16	r28843_kE16	log10	0.01	100	0.989910345183649	1
r28843_kE15	r28843_kE15	log10	0.01	100	0.992735574313055	1
r28843_kE14	r28843_kE14	log10	0.01	100	1.63213229045438	1
r28843_kE9	r28843_kE9	log10	0.01	100	0.96834006163471	1
r28843_kE8	r28843_kE8	log10	0.01	100	1.00929345573554	1
r28843_kE7	r28843_kE7	log10	0.01	100	6.6128549263185	1
r28843_kE6	r28843_kE6	log10	0.01	100	1.5769457351589	1
r28843_kE5	r28843_kE5	log10	0.01	100	0.867982557735682	1
r28843_kE4	r28843_kE4	log10	0.01	100	1.32354819229335	1
r28843_kE3	r28843_kE3	log10	0.01	100	1.10007738482854	1
r28843_kE2	r28843_kE2	log10	0.01	100	1.60479355557327	1
r28843_kE1	r28843_kE1	log10	0.01	100	2.40796727957329	1
r28844_kE13	r28844_kE13	log10	0.01	100	1.00453159264474	1
r28844_kE12	r28844_kE12	log10	0.01	100	1.00824481418598	1
r28844_kE11	r28844_kE11	log10	0.01	100	1.00601691232716	1
r28844_kE10	r28844_kE10	log10	0.01	100	0.993238057357939	1
r28844_kE16	r28844_kE16	log10	0.01	100	1.00039214925355	1
r28844_kE15	r28844_kE15	log10	0.01	100	0.986801776684618	1
r28844_kE14	r28844_kE14	log10	0.01	100	0.997980988528826	1
r28844_kE9	r28844_kE9	log10	0.01	100	0.999365005991614	1
r28844_kE8	r28844_kE8	log10	0.01	100	0.999336727100799	1
r28844_kE7	r28844_kE7	log10	0.01	100	1.00675779629438	1
r28844_kE6	r28844_kE6	log10	0.01	100	0.995550448737428	1
r28844_kE5	r28844_kE5	log10	0.01	100	1.00186790237869	1
r28844_kE4	r28844_kE4	log10	0.01	100	1.00816425691333	1
r28844_kE3	r28844_kE3	log10	0.01	100	1.00758171312405	1
r28844_kE2	r28844_kE2	log10	0.01	100	0.998437924946968	1
r28844_kE1	r28844_kE1	log10	0.01	100	0.995572898175121	1
r28845_kE13	r28845_kE13	log10	0.01	100	0.420553388083651	1
r28845_kE12	r28845_kE12	log10	0.01	100	0.934565200750683	1
r28845_kE11	r28845_kE11	log10	0.01	100	0.585578909691635	1
r28845_kE10	r28845_kE10	log10	0.01	100	0.763453584374969	1
r28845_kE16	r28845_kE16	log10	0.01	100	1.09580342344666	1
r28845_kE15	r28845_kE15	log10	0.01	100	0.951309723096528	1
r28845_kE14	r28845_kE14	log10	0.01	100	1.36093496748962	1
r28845_kE9	r28845_kE9	log10	0.01	100	1.00144505909771	1
r28845_kE8	r28845_kE8	log10	0.01	100	16.3364209863399	1
r28845_kE7	r28845_kE7	log10	0.01	100	0.441159917445148	1
r28845_kE6	r28845_kE6	log10	0.01	100	3.07634063139087	1
r28845_kE5	r28845_kE5	log10	0.01	100	1.09456983109321	1
r28845_kE4	r28845_kE4	log10	0.01	100	0.940036569148581	1
r28845_kE3	r28845_kE3	log10	0.01	100	1.00928918574437	1
r28845_kE2	r28845_kE2	log10	0.01	100	1.20892240076917	1
r28845_kE1	r28845_kE1	log10	0.01	100	1.10345178822308	1
r28846_k0	r28846_k0	log10	0.01	100	0.611344136508269	1
r28846_kd	r28846_kd	log10	0.01	100	1.16680765935418	1
r28847_k0	r28847_k0	log10	0.01	100	0.350983176598738	1
r28847_kd	r28847_kd	log10	0.01	100	4.08829620356684	1
r28848_k0	r28848_k0	log10	0.01	100	1.22665072604071	1
r28848_kd	r28848_kd	log10	0.01	100	0.894697940427891	1
r28849_k0	r28849_k0	log10	0.01	100	1.03371798576358	1
r28849_kd	r28849_kd	log10	0.01	100	0.931121983967609	1
r2885_k0	r2885_k0	log10	0.01	100	1.00407614630687	1
r28850_k0	r28850_k0	log10	0.01	100	1.12252849228907	1
r28850_kd	r28850_kd	log10	0.01	100	0.91531811123718	1
r28851_k0	r28851_k0	log10	0.01	100	1.21859107998743	1
r28851_kd	r28851_kd	log10	0.01	100	0.8971144708865	1
r28852_k0	r28852_k0	log10	0.01	100	1.42520699085479	1
r28852_kd	r28852_kd	log10	0.01	100	0.805861670133657	1
r28853_k0	r28853_k0	log10	0.01	100	0.933422819971159	1
r28853_kd	r28853_kd	log10	0.01	100	0.934619169383344	1
r28854_k0	r28854_k0	log10	0.01	100	1.04447621924633	1
r28854_kd	r28854_kd	log10	0.01	100	0.975186703280271	1
r28855_k0	r28855_k0	log10	0.01	100	1.28508656264104	1
r28855_kd	r28855_kd	log10	0.01	100	0.845787909451832	1
r28856_k0	r28856_k0	log10	0.01	100	0.860298382496707	1
r28856_kd	r28856_kd	log10	0.01	100	1.10701119277598	1
r28857_k0	r28857_k0	log10	0.01	100	1.25927252672834	1
r28857_kd	r28857_kd	log10	0.01	100	0.86376279877063	1
r28858_k0	r28858_k0	log10	0.01	100	1.00575478565389	1
r28858_kd	r28858_kd	log10	0.01	100	0.983070207793462	1
r28859_k0	r28859_k0	log10	0.01	100	1.07418709019234	1
r28859_kd	r28859_kd	log10	0.01	100	0.976419918817395	1
r2886_k0	r2886_k0	log10	0.01	100	0.873022208755237	1
r28860_k0	r28860_k0	log10	0.01	100	1.0281198946063	1
r28860_kd	r28860_kd	log10	0.01	100	0.983743824344803	1
r28861_k0	r28861_k0	log10	0.01	100	1.13742430138637	1
r28861_kd	r28861_kd	log10	0.01	100	0.931834950440292	1
r28862_k0	r28862_k0	log10	0.01	100	1.17753645494623	1
r28862_kd	r28862_kd	log10	0.01	100	0.914184969509526	1
r28863_k0	r28863_k0	log10	0.01	100	1.46816702212248	1
r28863_kd	r28863_kd	log10	0.01	100	0.779623660233323	1
r28864_k0	r28864_k0	log10	0.01	100	1.35383354499695	1
r28864_kd	r28864_kd	log10	0.01	100	0.813668562355451	1
r28865_k0	r28865_k0	log10	0.01	100	2.10827430123569	1
r28865_kd	r28865_kd	log10	0.01	100	0.663015485281058	1
r28866_k0	r28866_k0	log10	0.01	100	0.61673267917699	1
r28866_kd	r28866_kd	log10	0.01	100	1.52480090087868	1
r28867_k0	r28867_k0	log10	0.01	100	1.10184011261155	1
r28867_kd	r28867_kd	log10	0.01	100	0.648214269630498	1
r28869_k0	r28869_k0	log10	0.01	100	1.23805419416083	1
r28870_k0	r28870_k0	log10	0.01	100	1.01723096629843	1
r28871_k0	r28871_k0	log10	0.01	100	0.901897039310737	1
r28872_k0	r28872_k0	log10	0.01	100	0.578744675412852	1
r28873_k0	r28873_k0	log10	0.01	100	0.655823327925982	1
r28874_k0	r28874_k0	log10	0.01	100	1.11664859119154	1
r28875_k0	r28875_k0	log10	0.01	100	1.24090776021133	1
r28876_k0	r28876_k0	log10	0.01	100	1.07405647154773	1
r28877_k0	r28877_k0	log10	0.01	100	0.995779872237022	1
r28878_k0	r28878_k0	log10	0.01	100	1.01382513122632	1
r28879_k0	r28879_k0	log10	0.01	100	1.11821972726375	1
r28880_k0	r28880_k0	log10	0.01	100	1.10658799207232	1
r28881_k0	r28881_k0	log10	0.01	100	0.90432327622829	1
r28882_k0	r28882_k0	log10	0.01	100	1.0173012446965	1
r28883_k0	r28883_k0	log10	0.01	100	0.986681811271352	1
r28884_k0	r28884_k0	log10	0.01	100	0.956345966890729	1
r28885_k0	r28885_k0	log10	0.01	100	1.04542896016347	1
r28886_k0	r28886_k0	log10	0.01	100	0.660988063534039	1
r28887_k0	r28887_k0	log10	0.01	100	1.76367184012135	1
r28888_k0	r28888_k0	log10	0.01	100	0.75227103774781	1
r28889_k0	r28889_k0	log10	0.01	100	1.36039117817927	1
r28890_k0	r28890_k0	log10	0.01	100	1.03842507561575	1
r28891_k0	r28891_k0	log10	0.01	100	0.956011213161507	1
r28892_k0	r28892_k0	log10	0.01	100	1.14422390409449	1
r28893_k0	r28893_k0	log10	0.01	100	0.880571413594783	1
r28894_k0	r28894_k0	log10	0.01	100	1.05534037370767	1
r28895_k0	r28895_k0	log10	0.01	100	0.968704469166162	1
r28896_k0	r28896_k0	log10	0.01	100	0.998208329493712	1
r28897_k0	r28897_k0	log10	0.01	100	1.00440459567221	1
r28898_k0	r28898_k0	log10	0.01	100	1.00419530437864	1
r28899_k0	r28899_k0	log10	0.01	100	0.995822222675375	1
r2890_k0	r2890_k0	log10	0.01	100	0.994914995727861	1
r28900_k0	r28900_k0	log10	0.01	100	1.04081451706805	1
r28901_k0	r28901_k0	log10	0.01	100	0.955637458766433	1
r28902_k0	r28902_k0	log10	0.01	100	1.51514520057579	1
r28903_k0	r28903_k0	log10	0.01	100	1.16944490741664	1
r28904_k0	r28904_k0	log10	0.01	100	1.18201550675007	1
r28905_k0	r28905_k0	log10	0.01	100	0.253282106026183	1
r28906_k0	r28906_k0	log10	0.01	100	1.53642679915733	1
r28907_k0	r28907_k0	log10	0.01	100	1.27383612090122	1
r28908_k0	r28908_k0	log10	0.01	100	1.06930905789794	1
r28909_k0	r28909_k0	log10	0.01	100	1.14971152286746	1
r2891_k0	r2891_k0	log10	0.01	100	1.00017876600584	1
r28910_k0	r28910_k0	log10	0.01	100	1.029790612615	1
r28911_k0	r28911_k0	log10	0.01	100	1.07095149650274	1
r28912_k0	r28912_k0	log10	0.01	100	1.04270182027038	1
r28913_k0	r28913_k0	log10	0.01	100	1.30549083150625	1
r28914_k0	r28914_k0	log10	0.01	100	0.785614067291394	1
r28915_k0	r28915_k0	log10	0.01	100	1.06521909855046	1
r28916_k0	r28916_k0	log10	0.01	100	0.928542585477319	1
r28917_k0	r28917_k0	log10	0.01	100	1.06107159824475	1
r28918_k0	r28918_k0	log10	0.01	100	0.911770153834149	1
r28919_k0	r28919_k0	log10	0.01	100	0.147002542428876	1
r2892_k0	r2892_k0	log10	0.01	100	1.15016083463005	1
r28920_k0	r28920_k0	log10	0.01	100	8.48883430836558	1
r28921_k0	r28921_k0	log10	0.01	100	1.19501004732636	1
r28922_k0	r28922_k0	log10	0.01	100	0.753465246683306	1
r28923_k0	r28923_k0	log10	0.01	100	1.13659062522204	1
r28924_k0	r28924_k0	log10	0.01	100	0.871928653797239	1
r28925_k0	r28925_k0	log10	0.01	100	1.04587568527507	1
r28926_k0	r28926_k0	log10	0.01	100	1.01196033645005	1
r28927_k0	r28927_k0	log10	0.01	100	1.06150108789981	1
r28928_k0	r28928_k0	log10	0.01	100	0.949578871596545	1
r28929_k0	r28929_k0	log10	0.01	100	1.01194771385046	1
r28930_k0	r28930_k0	log10	0.01	100	0.988980011380086	1
r28931_k0	r28931_k0	log10	0.01	100	1.14473146540849	1
r28932_k0	r28932_k0	log10	0.01	100	0.99247310182143	1
r28933_k0	r28933_k0	log10	0.01	100	1.09658018667091	1
r28934_k0	r28934_k0	log10	0.01	100	0.975701835161162	1
r28935_k0	r28935_k0	log10	0.01	100	1.19364657250675	1
r28936_k0	r28936_k0	log10	0.01	100	0.981171303231154	1
r28936_kd	r28936_kd	log10	0.01	100	1.00349155324657	1
r28937_k0	r28937_k0	log10	0.01	100	0.965466318559075	1
r28937_kd	r28937_kd	log10	0.01	100	0.997681775859739	1
r28938_k0	r28938_k0	log10	0.01	100	0.960564926764941	1
r28938_kd	r28938_kd	log10	0.01	100	0.988897545232506	1
r28939_k0	r28939_k0	log10	0.01	100	0.48599509901636	1
r28939_kd	r28939_kd	log10	0.01	100	0.466740491401446	1
r28940_k0	r28940_k0	log10	0.01	100	1.05612967778612	1
r28940_kd	r28940_kd	log10	0.01	100	0.989221901954475	1
r28941_k0	r28941_k0	log10	0.01	100	0.984828135820116	1
r28941_kd	r28941_kd	log10	0.01	100	0.994211274853514	1
r28942_k0	r28942_k0	log10	0.01	100	0.966824742367026	1
r28942_kd	r28942_kd	log10	0.01	100	0.992026549154375	1
r28943_k0	r28943_k0	log10	0.01	100	0.998360324176502	1
r28943_kd	r28943_kd	log10	0.01	100	1.00092417506816	1
r28944_k0	r28944_k0	log10	0.01	100	1.0075776052784	1
r28944_kd	r28944_kd	log10	0.01	100	0.990886960718932	1
r28945_k0	r28945_k0	log10	0.01	100	1.00750118549931	1
r28945_kd	r28945_kd	log10	0.01	100	1.00580698205723	1
r28946_k0	r28946_k0	log10	0.01	100	0.963628110414465	1
r28946_kd	r28946_kd	log10	0.01	100	1.04318195915518	1
r28947_k0	r28947_k0	log10	0.01	100	0.960370651785583	1
r28948_k0	r28948_k0	log10	0.01	100	1.00625337991815	1
r28949_k0	r28949_k0	log10	0.01	100	1.00445008775787	1
r2895_kE3	r2895_kE3	log10	0.01	100	0.97198427011817	1
r2895_kE2	r2895_kE2	log10	0.01	100	0.991155440496061	1
r2895_kE1	r2895_kE1	log10	0.01	100	0.986987907000858	1
r28950_k0	r28950_k0	log10	0.01	100	0.991163415371661	1
r28950_kd	r28950_kd	log10	0.01	100	0.997599106564362	1
r28951_k0	r28951_k0	log10	0.01	100	1.00485705003943	1
r28952_k0	r28952_k0	log10	0.01	100	0.991949866377455	1
r28952_kd	r28952_kd	log10	0.01	100	0.996068740276746	1
r28953_k0	r28953_k0	log10	0.01	100	0.985720833674996	1
r28953_kd	r28953_kd	log10	0.01	100	0.992367831488857	1
r28954_k0	r28954_k0	log10	0.01	100	0.997693772306006	1
r28955_k0	r28955_k0	log10	0.01	100	1.00479534120506	1
r28956_k0	r28956_k0	log10	0.01	100	0.96137152304742	1
r28957_kE3	r28957_kE3	log10	0.01	100	0.987539522766002	1
r28957_kE2	r28957_kE2	log10	0.01	100	1.062394218492	1
r28957_kE1	r28957_kE1	log10	0.01	100	0.996863072993842	1
r28958_k0	r28958_k0	log10	0.01	100	1.03147457017535	1
r28959_k0	r28959_k0	log10	0.01	100	0.963281742902159	1
r2896_k0	r2896_k0	log10	0.01	100	1.00945161523627	1
r28960_k0	r28960_k0	log10	0.01	100	1.00719685447101	1
r28960_kd	r28960_kd	log10	0.01	100	0.994193004319651	1
r28961_k0	r28961_k0	log10	0.01	100	1.00207760750353	1
r28961_kd	r28961_kd	log10	0.01	100	1.00941563491418	1
r28962_kE3	r28962_kE3	log10	0.01	100	1.00800815926365	1
r28962_kE2	r28962_kE2	log10	0.01	100	1.00804035067955	1
r28962_kE1	r28962_kE1	log10	0.01	100	1.00866538885025	1
r28963_k0	r28963_k0	log10	0.01	100	0.990160447261949	1
r28963_kd	r28963_kd	log10	0.01	100	0.999552481206242	1
r28964_k0	r28964_k0	log10	0.01	100	1.0024287841439	1
r28964_kd	r28964_kd	log10	0.01	100	0.993094983627307	1
r28965_kE3	r28965_kE3	log10	0.01	100	0.997238406290033	1
r28965_kE2	r28965_kE2	log10	0.01	100	1.00566769721569	1
r28965_kE1	r28965_kE1	log10	0.01	100	0.995621297619991	1
r28966_k0	r28966_k0	log10	0.01	100	0.985238378355344	1
r28966_kd	r28966_kd	log10	0.01	100	1.01287128692675	1
r28967_k0	r28967_k0	log10	0.01	100	1.00262042379003	1
r28967_kd	r28967_kd	log10	0.01	100	1.00727811112561	1
r28968_kE3	r28968_kE3	log10	0.01	100	0.990626579360335	1
r28968_kE2	r28968_kE2	log10	0.01	100	1.00779450887971	1
r28968_kE1	r28968_kE1	log10	0.01	100	0.998390548816841	1
r28969_k0	r28969_k0	log10	0.01	100	0.993321806204202	1
r28969_kd	r28969_kd	log10	0.01	100	1.0037667775311	1
r2897_k0	r2897_k0	log10	0.01	100	0.998673829220715	1
r28970_k0	r28970_k0	log10	0.01	100	0.948261228420738	1
r28970_kd	r28970_kd	log10	0.01	100	1.02902554190654	1
r28971_kE3	r28971_kE3	log10	0.01	100	0.996411266874428	1
r28971_kE2	r28971_kE2	log10	0.01	100	0.997041459187244	1
r28971_kE1	r28971_kE1	log10	0.01	100	1.07082088948222	1
r28972_k0	r28972_k0	log10	0.01	100	1.01194943318777	1
r28972_kd	r28972_kd	log10	0.01	100	1.00727128515936	1
r28973_k0	r28973_k0	log10	0.01	100	0.976700648093814	1
r28973_kd	r28973_kd	log10	0.01	100	1.00445432487359	1
r28974_kE3	r28974_kE3	log10	0.01	100	1.01724748943176	1
r28974_kE2	r28974_kE2	log10	0.01	100	0.992690930346567	1
r28974_kE1	r28974_kE1	log10	0.01	100	1.00999062957494	1
r28975_k0	r28975_k0	log10	0.01	100	1.00170880200765	1
r28975_kd	r28975_kd	log10	0.01	100	0.993458532301895	1
r28976_k0	r28976_k0	log10	0.01	100	1.00393475146347	1
r28976_kd	r28976_kd	log10	0.01	100	1.00087968345109	1
r28977_kE3	r28977_kE3	log10	0.01	100	0.995597869894045	1
r28977_kE2	r28977_kE2	log10	0.01	100	1.00334340073636	1
r28977_kE1	r28977_kE1	log10	0.01	100	0.99938956853248	1
r28978_k0	r28978_k0	log10	0.01	100	0.988415132146864	1
r28978_kd	r28978_kd	log10	0.01	100	1.00523481183913	1
r28979_k0	r28979_k0	log10	0.01	100	0.988769151740355	1
r28979_kd	r28979_kd	log10	0.01	100	1.00688646947279	1
r28980_kE3	r28980_kE3	log10	0.01	100	1.00995886165293	1
r28980_kE2	r28980_kE2	log10	0.01	100	1.00069571334113	1
r28980_kE1	r28980_kE1	log10	0.01	100	1.01673850977661	1
r28981_k0	r28981_k0	log10	0.01	100	0.990570230635021	1
r28981_kd	r28981_kd	log10	0.01	100	1.01283203199021	1
r28982_k0	r28982_k0	log10	0.01	100	0.972078309251081	1
r28982_kd	r28982_kd	log10	0.01	100	1.01381531134877	1
r28983_kE3	r28983_kE3	log10	0.01	100	1.02376017549989	1
r28983_kE2	r28983_kE2	log10	0.01	100	0.997318317599238	1
r28983_kE1	r28983_kE1	log10	0.01	100	0.990723468254902	1
r28984_k0	r28984_k0	log10	0.01	100	1.00399140382755	1
r28985_k0	r28985_k0	log10	0.01	100	1.00993666380303	1
r28986_k0	r28986_k0	log10	0.01	100	1.0195870248226	1
r28987_k0	r28987_k0	log10	0.01	100	0.994311000166891	1
r28988_k0	r28988_k0	log10	0.01	100	0.99766273625836	1
r28989_k0	r28989_k0	log10	0.01	100	0.984984913532028	1
r28990_k0	r28990_k0	log10	0.01	100	1.04182772340369	1
r28991_k0	r28991_k0	log10	0.01	100	0.9718503101651	1
r28992_k0	r28992_k0	log10	0.01	100	0.992108366512164	1
r28993_k0	r28993_k0	log10	0.01	100	1.00663947756972	1
r28994_k0	r28994_k0	log10	0.01	100	0.990922186589283	1
r28995_k0	r28995_k0	log10	0.01	100	0.991805364165659	1
r28996_k0	r28996_k0	log10	0.01	100	1.00728403520027	1
r28997_k0	r28997_k0	log10	0.01	100	0.995206249431454	1
r28998_k0	r28998_k0	log10	0.01	100	0.998809861457174	1
r28999_k0	r28999_k0	log10	0.01	100	0.996248314962063	1
r29_k_GeneSpecificScaling	r29_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r29000_k0	r29000_k0	log10	0.01	100	1.00224200897109	1
r29001_k0	r29001_k0	log10	0.01	100	0.995548936407902	1
r29002_k0	r29002_k0	log10	0.01	100	1.00675825926331	1
r29003_k0	r29003_k0	log10	0.01	100	1.00146643596786	1
r29004_k0	r29004_k0	log10	0.01	100	1.00520904570162	1
r29005_k0	r29005_k0	log10	0.01	100	0.9984286013257	1
r29006_k0	r29006_k0	log10	0.01	100	0.994800931649051	1
r29007_k0	r29007_k0	log10	0.01	100	0.985950028603586	1
r29008_k0	r29008_k0	log10	0.01	100	0.99130801860244	1
r29009_k0	r29009_k0	log10	0.01	100	0.969775759896863	1
r29010_k0	r29010_k0	log10	0.01	100	0.982582445069452	1
r29011_k0	r29011_k0	log10	0.01	100	0.860630265327904	1
r29012_k0	r29012_k0	log10	0.01	100	0.985259204705623	1
r29013_k0	r29013_k0	log10	0.01	100	1.00740083491187	1
r29014_k0	r29014_k0	log10	0.01	100	0.986566613838424	1
r29015_k0	r29015_k0	log10	0.01	100	0.988205681835651	1
r29016_k0	r29016_k0	log10	0.01	100	1.00405484615382	1
r29016_kd	r29016_kd	log10	0.01	100	0.999731521132712	1
r29017_k0	r29017_k0	log10	0.01	100	0.980301044823734	1
r29017_kd	r29017_kd	log10	0.01	100	1.02016744484868	1
r29018_kE3	r29018_kE3	log10	0.01	100	1.00692634051548	1
r29018_kE2	r29018_kE2	log10	0.01	100	1.00808616533717	1
r29018_kE1	r29018_kE1	log10	0.01	100	1.01416556871909	1
r29019_k0	r29019_k0	log10	0.01	100	1.03943521364769	1
r29019_kd	r29019_kd	log10	0.01	100	0.984417006276989	1
r29020_k0	r29020_k0	log10	0.01	100	0.95445798641844	1
r29020_kd	r29020_kd	log10	0.01	100	1.01702991013664	1
r29021_kE3	r29021_kE3	log10	0.01	100	1.00521907484799	1
r29021_kE2	r29021_kE2	log10	0.01	100	1.01306570107032	1
r29021_kE1	r29021_kE1	log10	0.01	100	0.999597336159613	1
r29022_k0	r29022_k0	log10	0.01	100	0.624279437430379	1
r29022_kd	r29022_kd	log10	0.01	100	1.87397591722811	1
r29023_k0	r29023_k0	log10	0.01	100	1.25837945276327	1
r29023_kd	r29023_kd	log10	0.01	100	3.29139264558593	1
r29024_kE3	r29024_kE3	log10	0.01	100	0.663522193997215	1
r29024_kE2	r29024_kE2	log10	0.01	100	5.11303617665155	1
r29024_kE1	r29024_kE1	log10	0.01	100	0.929185075131175	1
r29025_k0	r29025_k0	log10	0.01	100	1.02326498307558	1
r29026_k0	r29026_k0	log10	0.01	100	0.985905684568029	1
r29027_k0	r29027_k0	log10	0.01	100	0.994943429935585	1
r29028_k0	r29028_k0	log10	0.01	100	1.00272517095943	1
r29029_k0	r29029_k0	log10	0.01	100	0.646900142757022	1
r29030_k0	r29030_k0	log10	0.01	100	1.64580837429699	1
r29031_k0	r29031_k0	log10	0.01	100	0.998374962910489	1
r29032_k0	r29032_k0	log10	0.01	100	1.02983454924302	1
r29033_k0	r29033_k0	log10	0.01	100	0.606949314941078	1
r29034_k0	r29034_k0	log10	0.01	100	1.0844788595342	1
r29035_k0	r29035_k0	log10	0.01	100	1.05636387300456	1
r29036_k0	r29036_k0	log10	0.01	100	6.33152311965456	1
r29037_kE13	r29037_kE13	log10	0.01	100	0.999945449341338	1
r29037_kE12	r29037_kE12	log10	0.01	100	1.01862212519615	1
r29037_kE11	r29037_kE11	log10	0.01	100	1.02425148553131	1
r29037_kE10	r29037_kE10	log10	0.01	100	0.924574759156036	1
r29037_kE17	r29037_kE17	log10	0.01	100	1.02986139536181	1
r29037_kE16	r29037_kE16	log10	0.01	100	1.20760462795273	1
r29037_kE15	r29037_kE15	log10	0.01	100	1.03659058007442	1
r29037_kE14	r29037_kE14	log10	0.01	100	1.0090164991563	1
r29037_kE30	r29037_kE30	log10	0.01	100	0.999576343371477	1
r29037_kE19	r29037_kE19	log10	0.01	100	1.0922364229901	1
r29037_kE18	r29037_kE18	log10	0.01	100	1.02479634084279	1
r29037_kE28	r29037_kE28	log10	0.01	100	0.747466322911068	1
r29037_kE29	r29037_kE29	log10	0.01	100	6.26344581449696	1
r29037_kE26	r29037_kE26	log10	0.01	100	26.5931825792928	1
r29037_kE27	r29037_kE27	log10	0.01	100	0.912970547333229	1
r29037_kE24	r29037_kE24	log10	0.01	100	3.58458284829746	1
r29037_kE25	r29037_kE25	log10	0.01	100	1.01159818506243	1
r29037_kE22	r29037_kE22	log10	0.01	100	1.13422642476644	1
r29037_kE23	r29037_kE23	log10	0.01	100	0.0850406281539168	1
r29037_kE20	r29037_kE20	log10	0.01	100	1.13762467563384	1
r29037_kE21	r29037_kE21	log10	0.01	100	5.41191644903782	1
r29037_kE9	r29037_kE9	log10	0.01	100	1.05927443202362	1
r29037_kE8	r29037_kE8	log10	0.01	100	1.07284839841022	1
r29037_kE7	r29037_kE7	log10	0.01	100	1.02745554738936	1
r29037_kE6	r29037_kE6	log10	0.01	100	1.00500007960216	1
r29037_kE5	r29037_kE5	log10	0.01	100	0.782176507857685	1
r29037_kE4	r29037_kE4	log10	0.01	100	0.922195008188105	1
r29037_kE3	r29037_kE3	log10	0.01	100	1.1047213825645	1
r29037_kE2	r29037_kE2	log10	0.01	100	1.31360832641326	1
r29037_kE1	r29037_kE1	log10	0.01	100	2.20166799881712	1
r29038_kE11	r29038_kE11	log10	0.01	100	0.993317559472015	1
r29038_kE10	r29038_kE10	log10	0.01	100	0.99805122072835	1
r29038_kE9	r29038_kE9	log10	0.01	100	0.994457492258276	1
r29038_kE8	r29038_kE8	log10	0.01	100	0.990585885067131	1
